TITLE,USER RATING,CRITCS RATING,YEAR,RT URL
Killing Me Softly,43,0,2002,http://www.rottentomatoes.com/m/killing_me_softly/
On Deadly Ground,43,0,1994,http://www.rottentomatoes.com/m/on_deadly_ground/
Old Dogs,48,5,2009,http://www.rottentomatoes.com/m/10009596-old_dogs/
Dirty Deeds,51,8,2005,http://www.rottentomatoes.com/m/10005409-dirty_deeds/
Strictly Business,53,10,1991,http://www.rottentomatoes.com/m/strictly_business/
Freddy Got Fingered,54,11,2001,http://www.rottentomatoes.com/m/freddy_got_fingered/
Oscar,56,13,1991,http://www.rottentomatoes.com/m/1034151-oscar/
Sorority Boys,56,13,2002,http://www.rottentomatoes.com/m/sorority_boys/
Hansel and Gretel: Witch Hunters,57,14,2013,http://www.rottentomatoes.com/m/hansel_and_gretel_witch_hunters/
Pokemon the First Movie - Mewtwo vs. Mew,57,14,1999,http://www.rottentomatoes.com/m/pokemon-the-first-movie-mewtwo-vs-mew/
The Cowboy Way,60,17,1994,http://www.rottentomatoes.com/m/cowboy_way/
The New Adventures of Pippi Longstocking,63,20,1988,http://www.rottentomatoes.com/m/new_adventures_of_pippi_longstocking/
Basic,64,21,2003,http://www.rottentomatoes.com/m/basic/
Sleeping with the Enemy,65,22,1991,http://www.rottentomatoes.com/m/sleeping_with_the_enemy/
Stigmata,65,22,1999,http://www.rottentomatoes.com/m/stigmata/
Gladiator,68,25,1992,http://www.rottentomatoes.com/m/1039071-gladiator/
Double Jeopardy,68,25,1999,http://www.rottentomatoes.com/m/1093614-double_jeopardy/
The Little Rascals,70,27,1994,http://www.rottentomatoes.com/m/little_rascals/
Trade,72,29,2007,http://www.rottentomatoes.com/m/1164582-trade/
The House of the Spirits,72,29,1993,http://www.rottentomatoes.com/m/house_of_the_spirits/
The Gospel,75,32,2005,http://www.rottentomatoes.com/m/gospel/
The Spitfire Grill,76,33,1996,http://www.rottentomatoes.com/m/spitfire_grill/
Twin Town,89,46,1997,http://www.rottentomatoes.com/m/twin_town/
Heavy Metal 2000,42,0,2000,http://www.rottentomatoes.com/m/heavy_metal_2000/
Return of the Killer Tomatoes!,42,0,1988,http://www.rottentomatoes.com/m/return_of_the_killer_tomatoes_the_sequel/
Hero And The Terror,42,0,1988,http://www.rottentomatoes.com/m/hero_and_the_terror/
Top Dog,42,0,1995,http://www.rottentomatoes.com/m/1059857-top_dog/
Troll 2,42,0,1990,http://www.rottentomatoes.com/m/troll-2/
One for the Money,44,2,2012,http://www.rottentomatoes.com/m/one_for_the_money/
Bless the Child,45,3,2000,http://www.rottentomatoes.com/m/bless_the_child/
The Cookout,47,5,2004,http://www.rottentomatoes.com/m/cookout/
Deuce Bigalow: European Gigolo,51,9,2005,http://www.rottentomatoes.com/m/deuce_bigelow_european_gigolo/
Bratz: The Movie,51,9,2007,http://www.rottentomatoes.com/m/bratz_the_movie/
Honey 2,52,10,2011,http://www.rottentomatoes.com/m/honey_2/
St Trinians II: The Legend of Frittons Gold,52,10,2009,http://www.rottentomatoes.com/m/st_trinians_ii_the_legend_of_frittons_gold/
Fools Gold,53,11,2008,http://www.rottentomatoes.com/m/fools_gold_2008/
National Security,53,11,2003,http://www.rottentomatoes.com/m/national_security/
Catch That Kid,53,11,2004,http://www.rottentomatoes.com/m/catch_that_kid/
Alvin and the Chipmunks: Chipwrecked,54,12,2011,http://www.rottentomatoes.com/m/alvin_and_the_chipmunks_chipwrecked_2011/
Simply Irresistible,55,13,1999,http://www.rottentomatoes.com/m/simply_irresistible/
Flowers in the Attic,56,14,1987,http://www.rottentomatoes.com/m/flowers_in_the_attic/
The Santa Clause 3: The Escape Clause,57,15,2006,http://www.rottentomatoes.com/m/santa_clause_3/
Encino Man,58,16,1992,http://www.rottentomatoes.com/m/encino_man/
Wild America,58,16,1997,http://www.rottentomatoes.com/m/wild_america/
Just Go with It,61,19,2011,http://www.rottentomatoes.com/m/just_go_with_it_2010/
Death Sentence,62,20,2007,http://www.rottentomatoes.com/m/death_sentence/
Little Nicky,64,22,2000,http://www.rottentomatoes.com/m/little_nicky/
Welcome Home Roscoe Jenkins,64,22,2008,http://www.rottentomatoes.com/m/welcome_home_roscoe_jenkins/
Cheaper by the Dozen,65,23,2003,http://www.rottentomatoes.com/m/cheaper_by_the_dozen/
Raising Helen,65,23,2004,http://www.rottentomatoes.com/m/raising_helen/
The Princess Diaries 2 - Royal Engagement,68,26,2004,http://www.rottentomatoes.com/m/princess_diaries_2_royal_engagement/
The Sweetest Thing,68,26,2002,http://www.rottentomatoes.com/m/sweetest_thing/
Major Payne,69,27,1995,http://www.rottentomatoes.com/m/major_payne/
The War,69,27,1994,http://www.rottentomatoes.com/m/the-war1994/
Saving Lincoln,69,27,2013,http://www.rottentomatoes.com/m/saving_lincoln/
Black Sheep,70,28,1996,http://www.rottentomatoes.com/m/1069419-black_sheep/
The Other Side Of Heaven,71,29,2002,http://www.rottentomatoes.com/m/other_side_of_heaven/
The Waterboy,74,32,1998,http://www.rottentomatoes.com/m/waterboy/
Final Destination,75,33,2000,http://www.rottentomatoes.com/m/final_destination/
Price of Glory,75,33,2000,http://www.rottentomatoes.com/m/price_of_glory/
Pay It Forward,82,40,2000,http://www.rottentomatoes.com/m/pay_it_forward/
Gridiron Gang,84,42,2006,http://www.rottentomatoes.com/m/gridiron_gang/
Twixt,87,45,2012,http://www.rottentomatoes.com/m/twixt/
Paid in Full,93,51,2002,http://www.rottentomatoes.com/m/paid_in_full/
Edison (Edison Force),41,0,2005,http://www.rottentomatoes.com/m/edison_force/
Deadly Friend,41,0,1986,http://www.rottentomatoes.com/m/deadly_friend/
"The Hills Have Eyes, Part 2",41,0,1985,http://www.rottentomatoes.com/m/hills_have_eyes_the_pt_2/
Once Upon a Crime,41,0,1992,http://www.rottentomatoes.com/m/once_upon_a_crime/
Mac and Me,41,0,1988,http://www.rottentomatoes.com/m/mac_and_me/
Wild Orchid,48,7,1990,http://www.rottentomatoes.com/m/wild_orchid/
First Daughter,49,8,2004,http://www.rottentomatoes.com/m/first_daughter/
Dracula - Dead and Loving It,50,9,1995,http://www.rottentomatoes.com/m/dracula_dead_and_loving_it/
The Postman,50,9,1997,http://www.rottentomatoes.com/m/postman/
Red Dawn,54,13,2012,http://www.rottentomatoes.com/m/red_dawn_2012/
College Road Trip,54,13,2008,http://www.rottentomatoes.com/m/college_road_trip/
Haven,54,13,2004,http://www.rottentomatoes.com/m/haven/
London,55,14,2005,http://www.rottentomatoes.com/m/1157247-london/
Date with an Angel,55,14,1987,http://www.rottentomatoes.com/m/date_with_an_angel/
Gothika,56,15,2003,http://www.rottentomatoes.com/m/gothika/
Idle Hands,56,15,1999,http://www.rottentomatoes.com/m/idle_hands/
From the Hip,58,17,1986,http://www.rottentomatoes.com/m/from_the_hip/
Lara Croft - Tomb Raider,60,19,2001,http://www.rottentomatoes.com/m/lara_croft_tomb_raider/
Derailed,61,20,2005,http://www.rottentomatoes.com/m/derailed/
Chaos,61,20,2006,http://www.rottentomatoes.com/m/10006150-chaos/
Employee of the Month,61,20,2006,http://www.rottentomatoes.com/m/employee_of_the_month/
Resident Evil: Extinction,63,22,2007,http://www.rottentomatoes.com/m/resident_evil_extinction/
For Keeps,63,22,1988,http://www.rottentomatoes.com/m/for_keeps/
The Amityville Horror,64,23,2005,http://www.rottentomatoes.com/m/amityville_horror/
Peaceful Warrior,66,25,2006,http://www.rottentomatoes.com/m/peaceful_warrior/
Bebes Kids,66,25,1992,http://www.rottentomatoes.com/m/bebes_kids/
Why Did I Get Married Too,67,26,2010,http://www.rottentomatoes.com/m/why_did_i_get_married_too/
The Final Season,67,26,2007,http://www.rottentomatoes.com/m/1178221-final_season/
Fluke,68,27,1995,http://www.rottentomatoes.com/m/fluke/
Remember Me,69,28,2010,http://www.rottentomatoes.com/m/1211619-remember_me/
Hook,72,31,1991,http://www.rottentomatoes.com/m/hook/
Tristan & Isolde,73,32,2005,http://www.rottentomatoes.com/m/10004209-tristan_and_isolde/
Meet The Browns,73,32,2008,http://www.rottentomatoes.com/m/meet-the-browns2008/
Where the Heart Is,76,35,2000,http://www.rottentomatoes.com/m/1096832-where_the_heart_is/
The Bucket List,81,40,2007,http://www.rottentomatoes.com/m/bucket_list/
Men of Honor,82,41,2000,http://www.rottentomatoes.com/m/men_of_honor/
Closet Land,85,44,1990,http://www.rottentomatoes.com/m/closet_land/
Green Street Hooligans,87,46,2005,http://www.rottentomatoes.com/m/green_street_hooligans/
Lovelace,97,56,2013,http://www.rottentomatoes.com/m/lovelace/
Firewalker,40,0,1986,http://www.rottentomatoes.com/m/firewalker/
Heart Condition,40,0,1990,http://www.rottentomatoes.com/m/heart_condition/
Code Name: The Cleaner,44,4,2007,http://www.rottentomatoes.com/m/code_name_the_cleaner/
Christmas with the Kranks,45,5,2004,http://www.rottentomatoes.com/m/christmas_with_the_kranks/
Beverly Hills Cop III,50,10,1994,http://www.rottentomatoes.com/m/beverly_hills_cop_3/
Slackers,50,10,2002,http://www.rottentomatoes.com/m/slackers/
Boys and Girls,51,11,2000,http://www.rottentomatoes.com/m/boys_and_girls/
The Pebble and the Penguin,51,11,1995,http://www.rottentomatoes.com/m/pebble_and_the_penguin/
In Love and War,51,11,1996,http://www.rottentomatoes.com/m/1074467-in_love_and_war/
Ghost Ship,53,13,2002,http://www.rottentomatoes.com/m/ghost_ship/
Vegas Vacation,53,13,1997,http://www.rottentomatoes.com/m/vegas_vacation/
Beverly Hills Ninja,54,14,1997,http://www.rottentomatoes.com/m/beverly_hills_ninja/
The Jackal,55,15,1997,http://www.rottentomatoes.com/m/jackal/
D2: The Mighty Ducks,55,15,1994,http://www.rottentomatoes.com/m/d2_the_mighty_ducks/
Untraceable,56,16,2008,http://www.rottentomatoes.com/m/10008954-untraceable/
The Perfect Holiday,56,16,2007,http://www.rottentomatoes.com/m/10009063-perfect_holiday/
Revolver,57,17,2005,http://www.rottentomatoes.com/m/revolver2005/
Jack,57,17,1996,http://www.rottentomatoes.com/m/1072875-jack/
Curdled,57,17,1996,http://www.rottentomatoes.com/m/curdled/
Soul Plane,58,18,2004,http://www.rottentomatoes.com/m/soul_plane/
License to Drive,58,18,1988,http://www.rottentomatoes.com/m/license_to_drive/
The Beach,59,19,2000,http://www.rottentomatoes.com/m/beach/
She Hate Me,59,19,2004,http://www.rottentomatoes.com/m/she_hate_me/
Factory Girl,59,19,2006,http://www.rottentomatoes.com/m/factory_girl/
Tuff Turf,60,20,1985,http://www.rottentomatoes.com/m/tuff_turf/
American Dreamer,60,20,1984,http://www.rottentomatoes.com/m/american_dreamer/
Arthur and the Invisibles (Arthur and the Minimoys),61,21,2006,http://www.rottentomatoes.com/m/10004659-arthur/
The Invisible,61,21,2007,http://www.rottentomatoes.com/m/1169203-invisible/
Phat Girlz,63,23,2006,http://www.rottentomatoes.com/m/phat_girlz/
Colombiana,66,26,2011,http://www.rottentomatoes.com/m/colombiana/
Stay,66,26,2005,http://www.rottentomatoes.com/m/stay/
The Bone Collector,68,28,1999,http://www.rottentomatoes.com/m/bone_collector/
For Colored Girls,72,32,2010,http://www.rottentomatoes.com/m/for-colored-girls-who-have-considered-suicide-when-the-rainbow-is-enuf/
Ace Ventura - When Nature Calls,73,33,1995,http://www.rottentomatoes.com/m/ace_ventura_when_nature_calls/
Gummo,73,33,1997,http://www.rottentomatoes.com/m/gummo/
Teen Witch,73,33,1989,http://www.rottentomatoes.com/m/teen_witch/
The Chumscrubber,74,34,2005,http://www.rottentomatoes.com/m/chumscrubber/
The Program,76,36,1993,http://www.rottentomatoes.com/m/program/
Sweet Home Alabama,77,37,2002,http://www.rottentomatoes.com/m/sweet_home_alabama/
Ravenous,77,37,1999,http://www.rottentomatoes.com/m/ravenous/
Emanuel and the Truth about Fishes,80,40,2013,http://www.rottentomatoes.com/m/emanuel_and_the_truth_about_fishes_2013/
End of the Spear,80,40,2005,http://www.rottentomatoes.com/m/end_of_the_spear/
Sing,83,43,1989,http://www.rottentomatoes.com/m/sing/
Fear and Loathing in Las Vegas,90,50,1998,http://www.rottentomatoes.com/m/fear_and_loathing_in_las_vegas/
Stolen,39,0,2009,http://www.rottentomatoes.com/m/10012207-stolen/
Police Academy 6 - City Under Siege,39,0,1989,http://www.rottentomatoes.com/m/police_academy_6_city_under_siege/
Desert Heat (Inferno),39,0,1998,http://www.rottentomatoes.com/m/desert-heat/
Slaughter High,39,0,1985,http://www.rottentomatoes.com/m/slaughter_high/
Kinjite - Forbidden Subjects,39,0,1989,http://www.rottentomatoes.com/m/kinjite_forbidden_subjects/
Twisted,40,1,2004,http://www.rottentomatoes.com/m/twisted/
Problem Child,43,4,1990,http://www.rottentomatoes.com/m/problem_child/
Playing for Keeps,43,4,2012,http://www.rottentomatoes.com/m/playing_for_keeps_2012/
Abduction,43,4,2011,http://www.rottentomatoes.com/m/abduction_2011/
Major League 2,44,5,2000,http://www.rottentomatoes.com/m/major_league_2/
Delta Farce,44,5,2007,http://www.rottentomatoes.com/m/delta_farce/
Shes Out of Control,45,6,1989,http://www.rottentomatoes.com/m/shes_out_of_control/
The Big Wedding,46,7,2013,http://www.rottentomatoes.com/m/the_big_wedding_2013/
Van Wilder: The Rise of Taj (Van Wilder 2),46,7,2006,http://www.rottentomatoes.com/m/van_wilder_2/
Mixed Nuts,46,7,1994,http://www.rottentomatoes.com/m/mixed_nuts/
In the Army Now,46,7,1994,http://www.rottentomatoes.com/m/in_the_army_now/
Faithful,46,7,1996,http://www.rottentomatoes.com/m/faithful/
New Years Eve,46,7,2011,http://www.rottentomatoes.com/m/new_years_eve_2011/
The Skulls,48,9,2000,http://www.rottentomatoes.com/m/skulls/
Bad Girls,48,9,1994,http://www.rottentomatoes.com/m/1051219-bad_girls/
Megiddo: Omega Code 2,49,10,2001,http://www.rottentomatoes.com/m/megiddo_the_omega_code_ii/
The Hills Have Eyes 2,50,11,2007,http://www.rottentomatoes.com/m/hills_have_eyes_2/
Year of the Comet,50,11,1992,http://www.rottentomatoes.com/m/year_of_the_comet/
Feel the Noise,51,12,2007,http://www.rottentomatoes.com/m/feel_the_noise/
Three Wishes,52,13,1995,http://www.rottentomatoes.com/m/three_wishes/
Garfield - The Movie,54,15,2004,http://www.rottentomatoes.com/m/garfield/
Rude Awakening,54,15,1989,http://www.rottentomatoes.com/m/1017957-rude_awakening/
High Spirits,57,18,1988,http://www.rottentomatoes.com/m/high_spirits/
Twilight Saga: Breaking Dawn Part 1,63,24,2011,http://www.rottentomatoes.com/m/twilight_saga_breaking_dawn/
The Da Vinci Code,64,25,2006,http://www.rottentomatoes.com/m/da_vinci_code/
Halloween,64,25,2007,http://www.rottentomatoes.com/m/1179254-halloween/
Plunkett & Macleane,64,25,1999,http://www.rottentomatoes.com/m/plunkett_and_macleane/
Jonas Brothers: The 3D Concert Experience,64,25,2009,http://www.rottentomatoes.com/m/jonas_brothers_3d/
Instinct,66,27,1999,http://www.rottentomatoes.com/m/instinct/
The Punisher,68,29,2004,http://www.rottentomatoes.com/m/1131721-punisher/
Underworld: The Rise of the Lycans,68,29,2009,http://www.rottentomatoes.com/m/underworld_rise_of_the_lycans/
Chasing Mavericks,72,33,2012,http://www.rottentomatoes.com/m/chasing_mavericks/
Tears of the Sun,72,33,2003,http://www.rottentomatoes.com/m/tears_of_the_sun/
Martian Child,72,33,2007,http://www.rottentomatoes.com/m/martian_child/
Click,72,33,2006,http://www.rottentomatoes.com/m/click/
Resident Evil,73,34,2002,http://www.rottentomatoes.com/m/resident_evil/
Mean Machine,73,34,2001,http://www.rottentomatoes.com/m/1114210-mean_machine/
But Im A Cheerleader,73,34,1999,http://www.rottentomatoes.com/m/but_im_a_cheerleader/
Accepted,75,36,2006,http://www.rottentomatoes.com/m/accepted/
The Lake House,75,36,2006,http://www.rottentomatoes.com/m/lake_house/
In Too Deep,75,36,1999,http://www.rottentomatoes.com/m/1092437-in_too_deep/
Swing Kids,77,38,1993,http://www.rottentomatoes.com/m/swing_kids/
Better Than Chocolate,77,38,1999,http://www.rottentomatoes.com/m/better_than_chocolate/
Life as a House,86,47,2001,http://www.rottentomatoes.com/m/life_as_a_house/
Carpool,38,0,1996,http://www.rottentomatoes.com/m/carpool_1996/
Texas Rangers,40,2,2000,http://www.rottentomatoes.com/m/1111103-texas_rangers/
Glitter,45,7,2001,http://www.rottentomatoes.com/m/glitter/
House Arrest,45,7,1996,http://www.rottentomatoes.com/m/1073023-house_arrest/
Kaena - The Prophecy (Kaena: La prophetie),45,7,2004,http://www.rottentomatoes.com/m/kaena_the_prophecy/
Prom Night,46,8,2008,http://www.rottentomatoes.com/m/prom_night/
Gray Matters,46,8,2006,http://www.rottentomatoes.com/m/gray_matters/
The Ledge,49,11,2011,http://www.rottentomatoes.com/m/the_ledge/
Alex Cross,50,12,2012,http://www.rottentomatoes.com/m/alex_cross/
Timeline,50,12,2003,http://www.rottentomatoes.com/m/timeline/
Lets Go To Prison,50,12,2006,http://www.rottentomatoes.com/m/lets_go_to_prison/
The Crow: City of Angels,50,12,1996,http://www.rottentomatoes.com/m/crow_the_city_of_angels/
Mo Money,51,13,1992,http://www.rottentomatoes.com/m/mo_money/
Halloween 5: The Revenge of Michael Myers,52,14,1989,http://www.rottentomatoes.com/m/halloween_5_the_revenge_of_michael_myers/
Band of the Hand,52,14,1986,http://www.rottentomatoes.com/m/band_of_the_hand/
Pokemon - The Movie 2000,53,15,2000,http://www.rottentomatoes.com/m/pokemon_the_movie_2000/
Georgia Rule,55,17,2007,http://www.rottentomatoes.com/m/georgia_rule/
Identity Thief,58,20,2013,http://www.rottentomatoes.com/m/identity_thief/
Alvin and the Chipmunks: The Squeakquel,59,21,2009,http://www.rottentomatoes.com/m/10009926-alvin_and_the_chipmunks_2/
"You, Me and Dupree",59,21,2006,http://www.rottentomatoes.com/m/you_me_and_dupree/
The Hitcher,59,21,2007,http://www.rottentomatoes.com/m/hitcher/
Empire,59,21,2002,http://www.rottentomatoes.com/m/1118698-empire/
Crime + Punishment in Suburbia,59,21,2000,http://www.rottentomatoes.com/m/crime_and_punishment_in_suburbia/
Taking Lives,60,22,2004,http://www.rottentomatoes.com/m/taking_lives/
Barnyard,60,22,2006,http://www.rottentomatoes.com/m/barnyard/
Son in Law,60,22,1993,http://www.rottentomatoes.com/m/son_in_law_1993/
Event Horizon,61,23,1997,http://www.rottentomatoes.com/m/event_horizon/
Home Alone 2: Lost in New York,62,24,1992,http://www.rottentomatoes.com/m/home_alone_2_lost_in_new_york/
Little Boy Blue,63,25,1997,http://www.rottentomatoes.com/m/little_boy_blue/
Under the Cherry Moon,63,25,1986,http://www.rottentomatoes.com/m/under_the_cherry_moon/
Bedtime Stories,63,25,2008,http://www.rottentomatoes.com/m/bedtime_stories/
The Adventures of Ford Fairlane,64,26,1990,http://www.rottentomatoes.com/m/adventures_of_ford_fairlane/
Never Die Alone,64,26,2004,http://www.rottentomatoes.com/m/never_die_alone/
Swordfish,64,26,2001,http://www.rottentomatoes.com/m/swordfish/
Kingdom Come,66,28,2001,http://www.rottentomatoes.com/m/kingdom_come/
Dear John,66,28,2010,http://www.rottentomatoes.com/m/dear_john/
The Prince and Me,67,29,2004,http://www.rottentomatoes.com/m/prince_and_me/
The Other Sister,67,29,1999,http://www.rottentomatoes.com/m/other_sister/
Big Mommas House,68,30,2000,http://www.rottentomatoes.com/m/big_mommas_house/
Let It Ride,68,30,1989,http://www.rottentomatoes.com/m/let_it_ride/
Love Affair,69,31,1994,http://www.rottentomatoes.com/m/1056341-love_affair/
