repository_language,type,active_repos_by_url,events,year,quarter
Max,PushEvent,3,5,2015,1
Nix,WatchEvent,1,1,2015,1
TeX,ForkEvent,1150,3077,2014,3
Julia,ForkEvent,308,927,2014,3
Erlang,PushEvent,2914,22298,2014,3
Scala,IssuesEvent,1150,7643,2014,3
D,ForkEvent,336,788,2014,3
Brightscript,WatchEvent,17,63,2014,3
D,WatchEvent,570,1589,2014,4
JSONiq,PushEvent,6,938,2014,4
wisp,PushEvent,5,81,2014,3
Gosu,PushEvent,180,1643,2014,3
C,CreateEvent,77,77,2014,3
ooc,PushEvent,27,315,2014,3
Gnuplot,PushEvent,105,1437,2014,4
Agda,WatchEvent,41,128,2014,4
ATS,WatchEvent,6,26,2014,4
SourcePawn,WatchEvent,50,114,2014,3
Pascal,IssuesEvent,98,455,2014,4
Stata,IssuesEvent,17,78,2014,4
Nimrod,ForkEvent,19,51,2014,3
Rebol,WatchEvent,14,23,2014,4
Logos,ForkEvent,100,208,2014,3
Haskell,CreateEvent,12,12,2014,4
Isabelle,PushEvent,24,142,2014,4
XQuery,WatchEvent,60,87,2014,3
GAMS,PushEvent,18,191,2014,4
COBOL,WatchEvent,7,20,2014,4
SAS,IssuesEvent,9,313,2014,3
TXL,PushEvent,1,9,2014,4
Idris,ForkEvent,11,16,2014,4
Oz,IssuesEvent,1,3,2014,4
LabVIEW,PushEvent,74,448,2014,3
Tcl,PushEvent,462,3787,2014,2
D,ForkEvent,401,844,2014,2
NetLogo,IssuesEvent,8,68,2014,2
D,WatchEvent,693,1987,2014,2
SQL,ForkEvent,175,368,2014,2
Scilab,IssuesEvent,4,37,2014,4
xBase,IssuesEvent,2,97,2014,4
PigLatin,CreateEvent,1,1,2014,3
Ox,PushEvent,3,26,2014,3
Elm,WatchEvent,27,128,2014,2
Verilog,IssuesEvent,37,141,2014,2
XC,ForkEvent,18,21,2014,3
Game Maker Language,WatchEvent,20,45,2014,2
OpenSCAD,WatchEvent,3,6,2015,1
Vala,IssuesEvent,2,2,2015,1
AppleScript,WatchEvent,3,3,2015,1
Zephir,ForkEvent,2,2,2015,1
Papyrus,ForkEvent,2,2,2014,4
Pascal,IssuesEvent,80,376,2014,2
Idris,WatchEvent,48,261,2014,2
eC,ForkEvent,1,2,2014,3
XC,ForkEvent,5,5,2014,4
Scilab,ForkEvent,11,18,2014,3
Oxygene,ForkEvent,5,5,2014,4
Isabelle,WatchEvent,14,104,2014,3
Parrot,PushEvent,12,197,2014,2
Zephir,IssuesEvent,3,9,2014,4
Grace,IssuesEvent,1,4,2014,3
Opa,PushEvent,2,5,2014,4
Ox,IssuesEvent,1,5,2014,3
COBOL,IssuesEvent,1,2,2014,4
FLUX,IssuesEvent,2,2,2014,3
VHDL,CreateEvent,2,2,2014,4
Alloy,ForkEvent,26,27,2014,3
VCL,IssuesEvent,3,5,2014,3
Cirru,ForkEvent,1,1,2014,4
Opa,WatchEvent,2,2,2014,4
Assembly,CreateEvent,1,1,2014,3
E,WatchEvent,1,1,2014,4
XSLT,PushEvent,1583,14961,2014,1
R,ForkEvent,1003,2765,2014,1
nesC,PushEvent,236,4014,2014,1
NetLogo,PushEvent,58,489,2014,1
DOT,IssuesEvent,19,88,2014,1
Ecl,PushEvent,15,85,2014,1
Xtend,PushEvent,71,809,2014,1
Logos,IssuesEvent,29,50,2014,1
Visual Basic,WatchEvent,293,881,2014,1
VHDL,ForkEvent,102,151,2014,1
Slash,ForkEvent,12,46,2014,1
Arc,PushEvent,23,207,2014,1
Pike,ForkEvent,19,21,2014,1
Prolog,IssuesEvent,15,27,2014,1
COBOL,IssuesEvent,2,2,2014,3
Coq,IssuesEvent,11,32,2014,1
Objective-C,WatchEvent,12686,132392,2013,2
PHP,ForkEvent,18614,58438,2013,2
Objective-C,PushEvent,23234,155143,2013,2
Python,PushEvent,94781,910485,2013,3
C++,PushEvent,23920,615209,2012,3
C++,PushEvent,27655,364371,2012,4
Shell,IssuesEvent,777,10556,2012,2
Shell,ForkEvent,6841,21305,2013,3
Objective-C,IssuesEvent,2540,11639,2013,3
PHP,ForkEvent,9786,79819,2012,2
C#,WatchEvent,4542,51354,2012,2
Python,ForkEvent,25409,72002,2013,4
Haskell,WatchEvent,1706,6507,2013,3
Go,PushEvent,2007,39260,2012,2
Ruby,ForkEvent,23181,72674,2013,2
Lua,PushEvent,2793,58939,2012,3
Ruby,WatchEvent,7938,92130,2012,1
Go,PushEvent,3635,28487,2012,4
Ruby,IssuesEvent,5743,63421,2012,3
Lua,PushEvent,3627,35130,2013,1
Lua,PushEvent,3196,32143,2012,4
Clojure,ForkEvent,666,4695,2012,2
C,IssuesEvent,3394,21073,2013,2
Shell,IssuesEvent,2393,10285,2013,4
VimL,ForkEvent,1502,10388,2012,3
Haskell,IssuesEvent,447,2106,2013,1
XQuery,IssuesEvent,20,169,2013,1
CoffeeScript,WatchEvent,448,9546,2012,1
Elixir,IssuesEvent,14,257,2012,4
Haskell,WatchEvent,1890,7886,2013,4
DCPU-16 ASM,PushEvent,33,380,2012,4
XSLT,ForkEvent,237,836,2013,4
TypeScript,PushEvent,1105,12877,2013,2
Opa,PushEvent,29,352,2012,3
Perl,IssuesEvent,1116,4661,2013,1
F#,WatchEvent,135,459,2012,4
Boo,PushEvent,20,161,2012,3
XQuery,PushEvent,55,916,2012,2
VimL,IssuesEvent,387,1322,2012,4
Objective-J,PushEvent,36,1035,2012,1
Eiffel,PushEvent,49,678,2012,3
MoonScript,PushEvent,25,231,2013,4
Gosu,PushEvent,54,295,2013,1
Logos,IssuesEvent,75,498,2013,4
R,IssuesEvent,490,2749,2013,4
Vala,WatchEvent,83,2395,2013,3
Nimrod,IssuesEvent,10,138,2013,2
Matlab,ForkEvent,365,638,2013,2
Lua,ForkEvent,842,2066,2013,1
Haxe,IssuesEvent,90,839,2013,3
Dart,ForkEvent,233,821,2013,4
FORTRAN,WatchEvent,103,223,2013,1
Julia,ForkEvent,101,360,2013,2
Self,PushEvent,3,106,2013,1
Agda,PushEvent,29,277,2013,4
Slash,PushEvent,33,679,2013,3
Go,ForkEvent,110,546,2012,1
PHP,CreateEvent,29,87,2012,1
AppleScript,PushEvent,116,443,2013,3
Nimrod,WatchEvent,4,7,2012,4
OCaml,WatchEvent,523,1811,2013,4
Pascal,PushEvent,172,1167,2013,3
Tcl,WatchEvent,64,183,2013,4
Objective-C,CreateEvent,158,160,2013,2
DOT,WatchEvent,40,220,2013,3
CoffeeScript,IssuesEvent,136,1533,2012,1
Arduino,WatchEvent,29,165,2012,1
Objective-J,PushEvent,61,413,2013,3
PowerShell,WatchEvent,272,1372,2013,4
Io,ForkEvent,13,32,2013,4
OCaml,IssuesEvent,39,534,2012,2
Ada,WatchEvent,35,79,2013,2
XQuery,WatchEvent,37,48,2013,3
Turing,PushEvent,14,264,2012,2
OCaml,IssuesEvent,79,567,2013,1
C++,CreateEvent,31,34,2012,4
Arc,WatchEvent,6,23,2012,4
PHP,CreateEvent,89,89,2012,4
VHDL,WatchEvent,35,90,2012,3
PowerShell,ForkEvent,106,247,2013,1
XProc,PushEvent,7,188,2013,3
Coq,WatchEvent,29,44,2013,1
Rouge,ForkEvent,6,6,2014,1
Visual Basic,IssuesEvent,71,325,2012,4
Objective-C,CreateEvent,277,283,2013,3
Arc,IssuesEvent,2,4,2012,4
VimL,CreateEvent,26,26,2013,3
Nemerle,WatchEvent,33,124,2013,3
Bro,PushEvent,13,95,2013,1
Awk,WatchEvent,22,56,2013,3
ooc,PushEvent,20,210,2013,3
Haskell,CreateEvent,7,7,2014,1
Logtalk,PushEvent,4,243,2013,4
Dart,ForkEvent,53,242,2012,2
Ragel in Ruby Host,ForkEvent,3,8,2014,2
Verilog,WatchEvent,91,154,2012,4
Tcl,ForkEvent,34,50,2013,2
Parrot,IssuesEvent,1,2,2014,2
Delphi,IssuesEvent,9,13,2014,1
Elixir,ForkEvent,3,21,2012,1
JavaScript,CreateEvent,46,141,2012,1
AutoHotkey,WatchEvent,35,75,2012,4
Fantom,WatchEvent,2,4,2013,2
C++,CreateEvent,77,87,2013,3
Ragel in Ruby Host,PushEvent,15,91,2013,4
Lua,CreateEvent,5,5,2012,4
AppleScript,IssuesEvent,21,42,2013,4
Awk,CreateEvent,1,1,2014,1
Eiffel,ForkEvent,14,18,2013,1
Rebol,IssuesEvent,2,18,2013,2
Arduino,CreateEvent,2,6,2012,2
CoffeeScript,CreateEvent,21,22,2013,4
Augeas,WatchEvent,3,19,2013,4
Scilab,IssuesEvent,1,7,2013,3
Gosu,WatchEvent,5,20,2012,2
Scilab,ForkEvent,11,18,2013,1
Lua,CreateEvent,7,8,2013,3
Boo,ForkEvent,5,5,2013,4
Mirah,ForkEvent,2,6,2012,1
Factor,ForkEvent,3,6,2013,3
XQuery,ForkEvent,13,19,2012,4
TeX,CreateEvent,3,3,2013,4
Matlab,CreateEvent,4,4,2013,3
Matlab,CreateEvent,1,1,2012,4
Scheme,CreateEvent,1,1,2013,2
Arc,IssuesEvent,1,2,2012,3
Groovy,CreateEvent,2,2,2014,1
LiveScript,WatchEvent,5,10,2013,1
Mirah,IssuesEvent,1,1,2013,1
E,WatchEvent,1,1,2014,2
PowerShell,CreateEvent,1,1,2013,2
CLIPS,IssuesEvent,1,2,2013,1
Ceylon,ForkEvent,1,3,2012,3
VimL,CreateEvent,2,2,2013,1
Prolog,CreateEvent,1,1,2012,3
Haxe,IssuesEvent,153,1109,2014,3
C,ForkEvent,19063,59833,2014,2
Nemerle,WatchEvent,32,416,2014,2
Dart,PushEvent,1512,13965,2014,2
R,PushEvent,34268,163807,2014,4
Lua,IssuesEvent,867,5641,2014,4
Puppet,PushEvent,4576,34578,2014,4
SourcePawn,PushEvent,265,3153,2014,4
Swift,PushEvent,11138,64575,2014,4
AGS Script,PushEvent,546,5769,2014,4
Puppet,IssuesEvent,398,1138,2014,4
Verilog,PushEvent,693,7237,2014,4
Elm,PushEvent,265,2258,2014,4
Haxe,IssuesEvent,206,1251,2014,4
Cuda,PushEvent,502,4414,2014,4
Game Maker Language,PushEvent,232,2850,2014,4
BlitzBasic,PushEvent,273,3332,2014,4
Objective-C++,IssuesEvent,57,216,2014,4
Python,PushEvent,2419,6522,2015,1
Ruby,IssuesEvent,120,206,2015,1
Julia,PushEvent,54,132,2015,1
C#,ForkEvent,157,178,2015,1
Puppet,PushEvent,41,108,2015,1
Emacs Lisp,ForkEvent,15,16,2015,1
IDL,WatchEvent,2,8,2015,1
Swift,IssuesEvent,4,4,2015,1
TypeScript,PushEvent,2297,32551,2014,3
AutoHotkey,PushEvent,427,3600,2014,3
Verilog,WatchEvent,169,324,2014,3
MoonScript,PushEvent,45,524,2014,3
Processing,WatchEvent,341,1188,2014,3
Frege,WatchEvent,23,76,2014,3
Erlang,ForkEvent,1108,2539,2014,4
Prolog,PushEvent,374,4166,2014,3
FLUX,PushEvent,38,332,2014,3
Propeller Spin,IssuesEvent,9,22,2014,3
Kotlin,ForkEvent,41,653,2014,4
Zephir,PushEvent,15,224,2014,4
Elm,IssuesEvent,24,124,2014,4
Parrot,PushEvent,13,208,2014,4
Gnuplot,WatchEvent,13,39,2014,4
Red,PushEvent,15,213,2014,3
Ceylon,WatchEvent,16,28,2014,4
DOT,ForkEvent,32,50,2014,3
Crystal,ForkEvent,12,20,2014,3
Cuda,CreateEvent,2,2,2014,4
Ada,WatchEvent,92,158,2014,3
XML,ForkEvent,26,35,2014,3
SQF,ForkEvent,48,132,2014,3
SQF,WatchEvent,54,85,2014,3
DOT,IssuesEvent,6,20,2014,3
Gosu,IssuesEvent,24,234,2014,2
Processing,PushEvent,1682,12747,2014,2
Agda,PushEvent,105,1071,2014,2
Dart,WatchEvent,535,1871,2014,2
Apex,IssuesEvent,31,257,2014,2
Brightscript,IssuesEvent,7,69,2014,2
Io,ForkEvent,7,18,2014,2
Grammatical Framework,ForkEvent,5,5,2014,4
Fancy,WatchEvent,2,6,2014,3
Erlang,IssuesEvent,293,1222,2014,2
C,CreateEvent,40,40,2014,2
Hy,IssuesEvent,6,20,2014,3
Self,IssuesEvent,1,1,2014,4
Alloy,PushEvent,26,198,2014,2
ColdFusion,IssuesEvent,65,244,2014,2
Delphi,IssuesEvent,9,15,2014,2
Propeller Spin,WatchEvent,31,68,2014,3
ABAP,WatchEvent,9,27,2014,3
RobotFramework,WatchEvent,18,29,2014,4
Jasmin,PushEvent,4,11,2014,4
Cirru,WatchEvent,1,3,2014,4
Zimpl,PushEvent,2,5,2014,3
LoomScript,ForkEvent,1,3,2014,4
D,CreateEvent,3,3,2014,4
Slash,WatchEvent,11,39,2014,2
JSONiq,ForkEvent,2,2,2014,4
Harbour,IssuesEvent,1,1,2014,4
Logos,CreateEvent,3,3,2014,4
PureScript,ForkEvent,13,24,2014,2
Arduino,CreateEvent,1,1,2015,1
ATS,ForkEvent,10,16,2014,3
IDL,CreateEvent,1,1,2014,3
JSONiq,WatchEvent,7,11,2014,3
Shell,PushEvent,53561,435159,2014,1
Common Lisp,WatchEvent,670,3005,2014,1
Julia,WatchEvent,332,1782,2014,1
Io,WatchEvent,51,687,2014,1
ASP,ForkEvent,130,204,2014,1
Apex,ForkEvent,120,250,2014,1
Vala,WatchEvent,96,692,2014,1
Haxe,ForkEvent,188,552,2014,1
Standard ML,WatchEvent,57,223,2014,1
Turing,PushEvent,11,119,2014,1
LiveScript,ForkEvent,50,174,2014,1
Smalltalk,ForkEvent,32,44,2014,1
OpenEdge ABL,ForkEvent,45,80,2014,1
DCPU-16 ASM,WatchEvent,26,38,2014,1
xBase,ForkEvent,21,25,2014,1
Rebol,ForkEvent,18,39,2014,2
Zimpl,ForkEvent,1,1,2014,3
Nu,ForkEvent,24,30,2014,1
Ada,WatchEvent,46,66,2014,1
Logtalk,WatchEvent,15,21,2014,1
KRL,IssuesEvent,1,14,2014,2
Lasso,IssuesEvent,8,31,2014,2
VimL,PushEvent,15940,100213,2013,2
C++,IssuesEvent,3727,25802,2013,3
PHP,PushEvent,62336,605932,2012,4
Perl,PushEvent,11496,471725,2012,3
Shell,PushEvent,18835,311845,2012,3
TypeScript,ForkEvent,253,1130,2013,3
Scala,WatchEvent,2756,24290,2013,4
Arduino,PushEvent,666,9443,2012,2
Java,ForkEvent,30181,104240,2013,4
PHP,IssuesEvent,4680,82715,2012,2
Haskell,ForkEvent,1018,1997,2013,4
C,ForkEvent,16410,50870,2013,4
C,WatchEvent,18468,95326,2013,4
Clojure,PushEvent,3941,33955,2013,3
C#,PushEvent,28638,282321,2013,4
PHP,WatchEvent,5540,46206,2012,1
Python,ForkEvent,13301,72928,2012,3
C,ForkEvent,7282,43185,2012,3
Logos,PushEvent,1143,10372,2013,3
Clojure,WatchEvent,2095,14926,2013,3
ActionScript,WatchEvent,984,7919,2012,3
Delphi,WatchEvent,197,509,2013,3
Assembly,PushEvent,725,5497,2013,1
Lua,WatchEvent,1587,5091,2013,3
Go,IssuesEvent,1010,5725,2013,4
Perl,IssuesEvent,1307,6506,2013,4
ActionScript,WatchEvent,1152,4318,2013,1
XML,WatchEvent,168,599,2013,2
Parrot,PushEvent,16,470,2013,2
TypeScript,WatchEvent,225,2126,2013,2
Emacs Lisp,ForkEvent,811,2026,2012,4
Puppet,IssuesEvent,107,463,2012,3
LiveScript,PushEvent,115,1230,2013,2
OCaml,WatchEvent,499,1486,2013,3
Apex,PushEvent,127,1977,2012,3
AutoHotkey,PushEvent,116,1874,2012,2
Julia,IssuesEvent,159,1306,2013,4
Puppet,ForkEvent,90,534,2012,1
Clojure,ForkEvent,1142,3695,2013,4
Puppet,WatchEvent,96,573,2012,1
Julia,IssuesEvent,83,1033,2013,1
Arduino,ForkEvent,289,513,2013,2
R,ForkEvent,184,986,2012,2
PowerShell,PushEvent,659,3913,2013,1
Lasso,PushEvent,231,1005,2013,1
Common Lisp,ForkEvent,268,406,2012,4
Haxe,IssuesEvent,73,831,2013,4
Julia,WatchEvent,27,547,2012,2
F#,ForkEvent,58,217,2012,4
XML,ForkEvent,66,539,2013,3
Eiffel,PushEvent,55,1762,2012,2
Parrot,IssuesEvent,2,109,2013,1
Io,ForkEvent,8,22,2012,2
PHP,CreateEvent,125,305,2012,3
AppleScript,PushEvent,114,574,2013,1
M,PushEvent,151,846,2013,3
LiveScript,IssuesEvent,28,193,2013,3
DCPU-16 ASM,IssuesEvent,11,270,2012,2
Arduino,IssuesEvent,29,287,2012,2
Standard ML,WatchEvent,17,22,2012,4
Arc,ForkEvent,4,25,2013,4
FORTRAN,IssuesEvent,46,226,2013,2
Racket,ForkEvent,94,188,2013,2
Coq,WatchEvent,23,47,2012,4
Standard ML,IssuesEvent,6,67,2012,3
XQuery,ForkEvent,21,32,2013,3
R,CreateEvent,24,24,2013,4
Racket,ForkEvent,121,262,2013,4
Vala,IssuesEvent,21,204,2012,2
Arc,WatchEvent,15,143,2012,2
Coq,WatchEvent,40,95,2013,4
Tcl,WatchEvent,13,48,2012,1
Objective-J,IssuesEvent,8,144,2013,4
Shen,ForkEvent,1,1,2014,3
Elm,WatchEvent,19,43,2013,4
AutoHotkey,ForkEvent,85,134,2013,4
Rebol,WatchEvent,1,56,2012,2
Delphi,IssuesEvent,32,343,2012,3
Julia,CreateEvent,1,1,2014,3
Scilab,WatchEvent,9,118,2013,2
Vala,WatchEvent,56,237,2012,3
Gosu,ForkEvent,3,5,2012,4
Coq,IssuesEvent,4,18,2012,4
OpenEdge ABL,WatchEvent,10,76,2012,3
Red,ForkEvent,1,6,2014,2
Kotlin,WatchEvent,16,54,2012,4
AutoHotkey,WatchEvent,53,120,2013,1
CLIPS,ForkEvent,2,2,2014,2
Shell,CreateEvent,10,30,2012,1
Ceylon,IssuesEvent,3,33,2013,1
Parrot,WatchEvent,5,18,2013,3
Nimrod,WatchEvent,8,9,2013,1
SuperCollider,IssuesEvent,1,4,2012,3
Ada,IssuesEvent,14,47,2013,2
Monkey,WatchEvent,5,6,2013,4
Turing,IssuesEvent,3,6,2014,1
Pure Data,ForkEvent,13,24,2012,3
Self,IssuesEvent,2,10,2014,1
Io,IssuesEvent,2,14,2012,3
Ada,WatchEvent,21,36,2013,1
Grammatical Framework,WatchEvent,1,3,2014,2
Nu,WatchEvent,6,13,2013,1
ABAP,ForkEvent,3,6,2013,2
Clojure,CreateEvent,9,9,2013,2
Standard ML,WatchEvent,17,71,2012,2
Ecl,WatchEvent,4,4,2013,3
Ceylon,ForkEvent,12,25,2013,4
ASP,CreateEvent,1,3,2012,2
Logtalk,WatchEvent,2,5,2013,4
ActionScript,CreateEvent,3,3,2012,4
Scala,CreateEvent,7,7,2013,2
Idris,ForkEvent,3,5,2013,4
Self,IssuesEvent,1,4,2013,4
Bro,ForkEvent,4,5,2013,1
Bro,IssuesEvent,1,1,2013,4
Fancy,WatchEvent,2,11,2013,2
OpenEdge ABL,IssuesEvent,2,6,2012,1
Clean,WatchEvent,2,4,2014,2
Julia,CreateEvent,1,1,2014,2
Opa,IssuesEvent,1,4,2013,2
Awk,CreateEvent,1,1,2013,4
Nu,ForkEvent,1,1,2012,4
JavaScript,WatchEvent,95853,803776,2014,2
PHP,WatchEvent,32001,144378,2014,2
Clojure,PushEvent,6840,50208,2014,4
TeX,IssuesEvent,723,4369,2014,4
Java,WatchEvent,49249,307325,2014,4
C#,ForkEvent,11510,34976,2014,4
Perl,IssuesEvent,1563,5948,2014,4
Pure Data,PushEvent,181,965,2014,4
SystemVerilog,PushEvent,110,1790,2014,4
Erlang,IssuesEvent,341,1397,2014,4
C++,IssuesEvent,116,156,2015,1
Lua,WatchEvent,33,42,2015,1
F#,PushEvent,21,52,2015,1
Perl,WatchEvent,37,58,2015,1
C++,WatchEvent,460,678,2015,1
Objective-C,ForkEvent,164,179,2015,1
Common Lisp,WatchEvent,21,21,2015,1
Gosu,WatchEvent,1,1,2015,1
AutoHotkey,PushEvent,12,22,2015,1
Stata,WatchEvent,1,10,2015,1
Pike,PushEvent,20,457,2014,3
PowerShell,ForkEvent,395,1055,2014,3
Visual Basic,IssuesEvent,144,445,2014,3
Puppet,IssuesEvent,390,1108,2014,3
CSS,CreateEvent,733,735,2014,3
Racket,PushEvent,791,6134,2014,3
Eiffel,PushEvent,89,1563,2014,3
Ecl,PushEvent,12,57,2014,3
XQuery,IssuesEvent,26,220,2014,4
Tcl,WatchEvent,106,219,2014,3
Isabelle,WatchEvent,5,8,2014,4
Squirrel,PushEvent,66,457,2014,4
JSONiq,PushEvent,4,613,2014,3
ASP,WatchEvent,133,264,2014,3
SAS,WatchEvent,21,33,2014,3
Prolog,ForkEvent,141,260,2014,4
BlitzBasic,WatchEvent,53,93,2014,4
NetLogo,IssuesEvent,7,63,2014,4
Pike,WatchEvent,7,7,2014,4
Slash,ForkEvent,8,43,2014,4
Lasso,ForkEvent,15,24,2014,4
Standard ML,ForkEvent,36,90,2014,3
AutoHotkey,IssuesEvent,42,172,2014,3
Swift,CreateEvent,116,117,2014,3
BitBake,WatchEvent,6,10,2014,4
Elm,IssuesEvent,13,32,2014,3
Nu,WatchEvent,3,8,2014,4
Smalltalk,IssuesEvent,31,189,2014,3
Eiffel,WatchEvent,16,33,2014,3
Ada,ForkEvent,102,118,2014,3
Forth,IssuesEvent,4,13,2014,4
Rebol,WatchEvent,11,18,2014,3
Delphi,WatchEvent,54,67,2014,3
JSONiq,IssuesEvent,2,30,2014,4
IGOR Pro,IssuesEvent,1,2,2014,4
Assembly,CreateEvent,8,8,2014,4
FORTRAN,PushEvent,1085,11614,2014,2
Max,ForkEvent,31,52,2014,2
Erlang,ForkEvent,1073,2463,2014,2
XSLT,WatchEvent,326,1268,2014,2
Processing,WatchEvent,354,1038,2014,2
Objective-C,CreateEvent,161,164,2014,2
Squirrel,PushEvent,83,540,2014,2
Visual Basic,IssuesEvent,133,630,2014,2
COBOL,WatchEvent,26,41,2014,3
Harbour,PushEvent,3,28,2014,3
XQuery,IssuesEvent,28,167,2014,2
Prolog,ForkEvent,75,107,2014,2
SuperCollider,WatchEvent,30,52,2014,2
SuperCollider,ForkEvent,22,29,2014,2
Mirah,PushEvent,6,69,2014,4
Cuda,ForkEvent,18,48,2014,2
AppleScript,ForkEvent,98,184,2014,2
wisp,WatchEvent,1,1,2015,1
Visual Basic,IssuesEvent,1,2,2015,1
F#,CreateEvent,1,1,2014,3
xBase,ForkEvent,5,8,2014,3
XC,IssuesEvent,3,3,2014,4
LookML,WatchEvent,4,4,2014,4
Turing,WatchEvent,5,6,2014,4
Xojo,IssuesEvent,6,33,2014,3
IGOR Pro,WatchEvent,8,8,2014,4
LSL,ForkEvent,2,9,2014,3
COBOL,WatchEvent,5,40,2014,2
Volt,ForkEvent,8,11,2014,3
Slash,ForkEvent,13,48,2014,2
COBOL,ForkEvent,5,18,2014,2
Augeas,IssuesEvent,2,24,2014,2
Objective-J,ForkEvent,21,42,2014,2
Volt,ForkEvent,1,1,2014,4
Perl,PushEvent,13886,113275,2014,1
Arduino,PushEvent,3363,17278,2014,1
Erlang,ForkEvent,988,2377,2014,1
AutoHotkey,PushEvent,308,3011,2014,1
XProc,PushEvent,20,198,2014,1
Pascal,ForkEvent,114,284,2014,1
Smalltalk,WatchEvent,49,85,2014,1
RobotFramework,IssuesEvent,1,21,2014,1
Forth,WatchEvent,25,31,2014,1
Vala,ForkEvent,59,181,2014,1
DOT,ForkEvent,47,99,2014,1
Ragel in Ruby Host,WatchEvent,27,48,2014,1
AutoHotkey,ForkEvent,77,129,2014,1
Crystal,IssuesEvent,2,26,2014,1
Turing,WatchEvent,16,24,2014,1
Augeas,ForkEvent,4,15,2014,1
Forth,PushEvent,13,56,2014,1
TeX,CreateEvent,11,11,2014,2
FORTRAN,CreateEvent,13,13,2014,1
Fantom,ForkEvent,1,3,2014,2
Ruby,PushEvent,116508,922505,2013,2
PHP,PushEvent,83169,810420,2013,2
Python,PushEvent,70498,677219,2013,1
VimL,PushEvent,11117,197578,2012,2
JavaScript,IssuesEvent,10209,168971,2012,3
Objective-C,PushEvent,20780,169241,2013,1
PHP,CreateEvent,42,119,2012,2
Puppet,PushEvent,4817,32838,2013,4
Perl,WatchEvent,715,5046,2012,1
R,PushEvent,3768,34789,2013,3
Haskell,PushEvent,1117,19128,2012,1
TypeScript,IssuesEvent,167,1484,2013,4
C++,WatchEvent,2146,16548,2012,1
SuperCollider,PushEvent,64,1502,2012,2
VimL,WatchEvent,2726,20078,2013,1
Prolog,PushEvent,418,2577,2012,4
Prolog,PushEvent,777,8281,2013,4
Haskell,IssuesEvent,641,3178,2013,4
ActionScript,ForkEvent,853,2207,2013,4
CoffeeScript,ForkEvent,2075,6538,2013,4
Haskell,WatchEvent,1149,8468,2012,3
R,WatchEvent,785,2697,2013,2
Arduino,IssuesEvent,84,358,2013,2
Haskell,ForkEvent,641,3204,2012,2
Arduino,ForkEvent,68,289,2012,2
Turing,PushEvent,12,142,2013,2
Apex,IssuesEvent,29,114,2013,1
Nemerle,PushEvent,37,805,2012,2
Ioke,PushEvent,3,124,2012,2
ColdFusion,PushEvent,367,3713,2012,4
Objective-J,WatchEvent,70,535,2012,3
Haxe,WatchEvent,49,263,2013,1
Coq,PushEvent,88,1035,2012,4
Rust,WatchEvent,220,1504,2013,3
Eiffel,IssuesEvent,5,283,2013,3
Elixir,ForkEvent,10,123,2012,2
Augeas,PushEvent,19,119,2013,4
Erlang,IssuesEvent,267,1110,2013,4
Racket,ForkEvent,98,246,2013,3
Boo,PushEvent,16,188,2013,1
SuperCollider,PushEvent,21,380,2012,4
Awk,ForkEvent,18,31,2014,2
Matlab,IssuesEvent,107,559,2013,3
Arduino,IssuesEvent,9,120,2012,1
OpenEdge ABL,ForkEvent,24,51,2013,2
Monkey,PushEvent,11,67,2013,3
Scheme,ForkEvent,138,244,2013,2
Verilog,IssuesEvent,7,47,2012,2
FORTRAN,WatchEvent,13,99,2012,1
FORTRAN,ForkEvent,107,170,2013,2
DCPU-16 ASM,IssuesEvent,5,12,2013,3
Dylan,PushEvent,40,265,2013,1
Smalltalk,WatchEvent,43,73,2013,3
OpenEdge ABL,ForkEvent,23,76,2013,1
Python,CreateEvent,152,153,2013,2
Gosu,ForkEvent,23,65,2013,4
XQuery,IssuesEvent,17,145,2013,4
Standard ML,WatchEvent,20,48,2012,3
Perl6,WatchEvent,1,2,2013,4
XML,WatchEvent,81,204,2013,3
Tcl,IssuesEvent,23,138,2013,4
XQuery,ForkEvent,19,27,2013,4
Tcl,ForkEvent,60,116,2013,3
Vala,IssuesEvent,23,128,2013,1
Lua,CreateEvent,5,5,2014,1
Pascal,IssuesEvent,9,48,2013,3
Arduino,CreateEvent,16,16,2013,2
Smalltalk,ForkEvent,18,25,2013,2
Rebol,ForkEvent,1,24,2012,1
SuperCollider,IssuesEvent,12,90,2013,4
Self,WatchEvent,4,13,2013,4
Ecl,PushEvent,20,107,2013,3
Augeas,ForkEvent,4,19,2013,2
Gosu,ForkEvent,7,41,2012,3
Factor,ForkEvent,1,9,2012,1
wisp,ForkEvent,1,1,2014,2
Scilab,ForkEvent,10,14,2012,4
Dylan,WatchEvent,4,10,2012,4
Bro,IssuesEvent,1,1,2012,4
nesC,IssuesEvent,10,61,2013,4
Mirah,IssuesEvent,1,8,2013,3
Nemerle,ForkEvent,1,6,2012,1
PogoScript,WatchEvent,4,9,2013,4
Julia,CreateEvent,1,1,2014,1
Bluespec,IssuesEvent,1,8,2014,2
Bro,WatchEvent,1,3,2012,2
Ecl,ForkEvent,2,3,2012,4
Self,ForkEvent,3,4,2013,4
XProc,ForkEvent,1,1,2013,3
Monkey,IssuesEvent,2,3,2014,1
Go,CreateEvent,12,12,2013,2
FORTRAN,CreateEvent,1,2,2012,3
XSLT,CreateEvent,1,1,2013,4
C#,WatchEvent,12263,48995,2014,3
